0,011846;0,009292;0,019797;0,017203;-0,067647
0,004011;0,004199;0,022782;0,003335;-0,043159
0,0002;0,001175;0,015261;0,011467;-0,053394
0,00885;0,017785;0,036603;0,025717;-0,041795
0,012316;0,022094;0,037343;0,040318;-0,054401
0,026194;0,042007;0,06081;0,020761;-0,01189
0,035024;0,031368;0,040092;0,028993;-0,030124
0,018703;0,028579;0,049512;0,053912;-0,041929
0,031126;0,032498;0,036653;0,018259;0,044757
0,04149;0,045057;0,044986;0,025475;-0,003088
0,015144;0,026583;0,047165;0,023636;0,126411
0,004773;0,015122;0,036599;0,000303;0,208339
0,035504;0,041178;0,051017;0,011375;0,14787
0,048014;0,049219;0,052132;0,016651;-0,077845
0,046649;0,047544;0,047388;0,057856;0,038022
0,078984;0,069338;0,056079;0,05458;0,033163
0,067141;0,064547;0,055116;0,027967;-0,060684
0,048498;0,043723;0,042808;0,011532;-0,038583
0,045933;0,043635;0,041153;0,04578;-0,007293
0,047429;0,042418;0,037041;0,036926;-0,052206
0,039882;0,036967;0,041416;0,042097;0,031426
0,032436;0,032853;0,038873;0,04956;0,119022
0,012426;0,018952;0,031517;0,046201;0,007564
0,034786;0,03464;0,035095;0,026485;-0,028733
0,033411;0,033031;0,031409;0,046085;-0,022308
0,042849;0,039709;0,031783;0,052464;0,006644
0,055705;0,052076;0,037998;0,075741;0,005495
0,044025;0,037911;0,037399;0,066731;-0,040201
0,033771;0,033035;0,031588;0,038158;0,004025
0,035578;0,032174;0,026405;0,062431;0,012172
0,036783;0,033469;0,027518;0,053021;0,144658
0,037878;0,033971;0,0315;0,031572;0,025182
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
0,036646636;0,043237071;0,048976897;0,03;0,02
